Article_Title,English,Vietnamese,Source
Crab Noodle soup from Hai Phong,"The crab used in the dish should be fat crabs caught from rivers or paddys, preferably female with broad abdomens. First they are thoroughly cleaned and the carapaces and crab aprons are removed. The innards (crab butter) is separated and sautéed with onions to be aromatic, rich and custardy.","Cua được sử dụng trong món ăn phải là những con cua béo bắt từ sông hoặc ruộng lúa, tốt nhất là con cái có bụng to. Đầu tiên, chúng được làm sạch kỹ càng, mai cua và yếm cua được loại bỏ. Phần bên trong (gạch cua) được tách ra và áp chảo với hành tây để cho thơm, đậm đà và giòn mềm.",https://readtoolead.com/crab-noodle-soup-from-hai-phong
Crab Noodle soup from Hai Phong,"The crab body and legs are mixed with salt and rinsed before being pounded, traditionally with a stone mortar and wooden pestle. The substance is then filtered to remove big particles of shell. The remaining solution is cooked until it boils and the crab meat forms blocks floating on the water’s surface. The sautéed crab butter is then added to form an appetising colour. Afterwards, the broth is seasoned. Some people even add bone broth to enhance the flavour of the soup.","Thân và chân cua được trộn với muối và rửa sạch trước khi được giã nhỏ thành bột, theo truyền thống bằng cối đá và chày gỗ. Hỗn hợp này sau đó được lọc để loại bỏ các mảnh vỏ lớn. Phần còn lại được nấu cho đến khi sôi và thịt cua tạo thành các khối nổi trên bề mặt nước. Thị cua xào sau đó được thêm vào để tạo thành một màu ngon miệng. Sau đó, nước dùng được nêm gia vị. Một số người thậm chí còn cho thêm nước dùng xương để tăng thêm hương vị của món canh.",https://readtoolead.com/crab-noodle-soup-from-hai-phong
Crab Noodle soup from Hai Phong,Main ingredients to make Banh da cua.,Các nguyên liệu chính để làm món Bánh đa cua.,https://readtoolead.com/crab-noodle-soup-from-hai-phong
Crab Noodle soup from Hai Phong,"A delicious bowl of Banh da cua needs to have beef wrapped in piper lolot leaves, fish cakes, crab butter and prawns.","Một bát bánh đa cua ngon phải có thịt bò gói trong lá lốt, chả cá, gạch cua và tôm.",https://readtoolead.com/crab-noodle-soup-from-hai-phong
Crab Noodle soup from Hai Phong,"The signature ingredient of Banh da cua is Banh da, reddish brown noodles made from rice.","Nguyên liệu chính của bánh đa cua là bánh đa, một loại phở màu đỏ được làm từ gạo.",https://readtoolead.com/crab-noodle-soup-from-hai-phong
Crab Noodle soup from Hai Phong,"Green onions, tomatoes and water morning glory are the vegetables often served with Banh da cua.","Hành lá, cà chua và rau muống là những loại rau thường được ăn kèm với Bánh đa cua.",https://readtoolead.com/crab-noodle-soup-from-hai-phong
Crab Noodle soup from Hai Phong,Broth made from crab has a natural sweetness.,Nước dùng làm từ cua có vị ngọt tự nhiên.,https://readtoolead.com/crab-noodle-soup-from-hai-phong
Crab Noodle soup from Hai Phong,A bowl of Banh da cua is full of sea flavours.,Một bát bánh đa cua đầy hương vị biển.,https://readtoolead.com/crab-noodle-soup-from-hai-phong
Crab Noodle soup from Hai Phong,"Banh da, the noodles used in the dish, are made of rice and have a reddish brown colour. They are blanched in boiling water and put into a bowl with peeled prawns, mackerel cakes, and some water morning glory on top. Other toppings like pork and egg can also be added. Finally, boiling hot broth is poured into the bowl.","Bánh đa, loại phở được sử dụng trong món ăn, được làm bằng gạo và có màu nâu đỏ. Chúng được nhúng qua trong nước sôi và cho vào một cái bát với tôm đã bóc vỏ, chả cá thu và một ít nước rau muống bên trên. Các loại toppings khác như thịt lợn và trứng cũng có thể được thêm vào. Cuối cùng, nước dùng sôi được đổ vào bát.",https://readtoolead.com/crab-noodle-soup-from-hai-phong
Crab Noodle soup from Hai Phong,A bowl of Banh da cua with an eye-catching appearance and fresh delicious sea  flavours  is truly an unforgettable dish of Hai Phong.,Một bát bánh đa cua với vẻ ngoài bắt mắt và hương vị biển tươi ngon thực sự là một món ăn khó quên của Hải Phòng.,https://readtoolead.com/crab-noodle-soup-from-hai-phong
Crab Noodle soup from Hai Phong,Source: https://vietnam.vnanet.vn/english/crab-noodle-soup-from-hai-phong/205936.html,"intriguing /ɪnˈtriː.ɡɪŋ/ [C2] (adj): hấp dẫn
speciality /ˌspeʃ.iˈæl.ə.ti/ [C1] (n): món đặc sản
paddy field /ˈpæd.i ˌfiːld/ (n): ruộng lúa
preferable /ˈpref.ər.ə.bəl/ [B2] (adj): thích hợp hơn
abdomen /ˈæb.də.mən/ (n): bụng
thoroughly /ˈθʌr.ə.li/ [B2] (adv): một cách kỹ càng
carapace /ˈkær.ə.peɪs/ (n): mai
apron /ˈeɪ.prən/ (n): tạp dề
innards /ˈɪn.ədz/ (n): phần bên trong
crab butter /kræb ˈbʌt.ər/ (n): gạch cua
sauté /ˈsəʊ.teɪ/ (v): áp chảo
aromatic /ˌær.əˈmæt.ɪk/ (adj): thơm
custardy /ˈkʌs.tə.di/ (adj): có cấu trúc giòn mềm như món custard
rinse /rɪns/ (v): rửa sạch (bằng cách xả nước)
pound /paʊnd/ [B2] (v): giã nhỏ thành bột
mortar /ˈmɔː.tər/ (n): cối
pestle /ˈpes.əl/ (n): chày
filter /ˈfɪl.tər/ [C2] (v): lọc
particle /ˈpɑː.tɪ.kəl/ (n): hạt nhỏ
solution /səˈluː.ʃən/ (n): dung dịch
appetising /ˈæp.ə.taɪ.zɪŋ/ (adj): ngon miệng
broth /brɒθ/ (n): nước dùng
season /ˈsiː.zən/ (v): nêm gia vị
ingredient /ɪnˈɡriː.di.ənt/ [B1] (n): nguyên liệu 
wrap /ræp/ [B1] (v): gói
piper lolot leave (n): lá lốt
prawn /prɔːn/ (n): tôm
signature /ˈsɪɡ.nə.tʃər/ (adj): chính
reddish /ˈred.ɪʃ/ (adj): màu đỏ
water morning glory (n): rau muống
blanch /blɑːntʃ/ (v): nhúng qua nước sôi
peel /piːl/ [B2] (v): bóc vỏ, gọt vỏ
mackerel /ˈmæk.rəl/ (n): cá thu
topping /ˈtɒp.ɪŋ/ (n): thành phần phụ được thêm vào phía trên của một món ăn",https://readtoolead.com/crab-noodle-soup-from-hai-phong
[Mp4] Why is English so confusing?,"It was June 2010. Inside the Scripps National Spelling Bee, contestants between 8- and 15-years-old wrestled words like brachydactylous and leguleian. Outside, a crowd protested the complexity of English spelling conventions.","Đó là tháng Sáu năm 2010. Bên trong cuộc thi Scripps National Spelling Bee, các thí sinh từ 8 đến 15 tuổi vật lộnvới những từ như brachydactylous và leguleian. Bên ngoài, một đám đông biểu tìnhphản đốisự phức tạp của các quy tắc chính tả tiếng Anh.",https://readtoolead.com/mp4-why-is-english-so-confusing
[Mp4] Why is English so confusing?,"Indeed, spelling reformers have been around for centuries, advocating foroverarching changes to make English spelling more intuitive. The English language is chock-full of irregularities. One commonly used example of this: take the “g-h” sound from “enough,” the “o” sound from “women,” and the “t-i” sound from “action,” and you could argue that “g-h-o-t-i” spells “fish.”","Thật vậy, những nhà cải cách chính tả đã xuất hiện suốt nhiều thế kỷ, kêu gọi những thay đổi toàn diện để khiến chính tả tiếng Anh trở nên dễ hiểu hơn. Ngôn ngữ tiếng Anh chứa đầy những điều bất quy tắc. Một ví dụ phổ biến thường được nhắc đến: lấy âm “g-h” trong “enough,” âm “o” trong “women,” và âm “t-i” trong “action,” thì bạn có thể lập luận rằng “g-h-o-t-i” viết thành “fish.”",https://readtoolead.com/mp4-why-is-english-so-confusing
[Mp4] Why is English so confusing?,"So, how did English get like this? English arosefrom old Germanic tribes that invaded the British Isles more than 1,500 years ago. Their languages coalesced and evolved into Old English.","Vậy, bằng cách nào mà tiếng Anh lại trở nên [hại não] như thế này? Tiếng Anh xuất phát từ các bộ tộc German cổ đại đã xâm chiếm Quần đảo Anh hơn 1.500 năm trước. Ngôn ngữ của họ hòa trộn và phát triển thành tiếng Anh cổ.",https://readtoolead.com/mp4-why-is-english-so-confusing
[Mp4] Why is English so confusing?,"When Roman missionaries arrived around 600 CE, they devised ways to write it down using the Latin alphabet, supplementing it with some Germanic runes for sounds they didn’t have letters for.","Khi các nhà truyền giáo La Mã đến vào khoảng năm 600 sau Công nguyên, họ nghĩ ra cách ghi lại ngôn ngữ này bằng bảng chữ cái Latin, đồng thời thêm vào một số ký tự rune của người German để biểu thị những âm mà Latin không có chữ cái tương ứng.",https://readtoolead.com/mp4-why-is-english-so-confusing
[Mp4] Why is English so confusing?,Then came the Norman invasion of 1066 when French speakers conquered England. French became the language of authority and high society. But English remained the dominant spoken language.,"Sau đó là cuộc xâm lược của người Norman năm 1066, khi những người nói tiếng Pháp chinh phục nước Anh. Tiếng Pháp trở thành ngôn ngữ của giới cầm quyền và tầng lớp thượnglưu. Nhưng tiếng Anh vẫn là ngôn ngữ nói chủ yếu.",https://readtoolead.com/mp4-why-is-english-so-confusing
[Mp4] Why is English so confusing?,"Over time, those descendedfrom French speakers also became English speakers, but some French words snuck into the language. Some English speakers were also familiar with Latin through the church and formal education.","Theo thời gian, con cháu của những người nói tiếng Pháp cũng trở thành người nói tiếng Anh, nhưng một số từ tiếng Pháp đã len lỏi vào ngôn ngữ này. Một số người nói tiếng Anh cũng quen thuộc với tiếng Latin thông qua nhà thờ và giáo dục chính quy.",https://readtoolead.com/mp4-why-is-english-so-confusing
[Mp4] Why is English so confusing?,"By the mid-1400s, people were writing in English again—but it was unstandardized. They used a mix of influences to determine word choice and spelling, including the French they knew, the Latin they studied, and the English they spoke. So, things were already pretty messy.","Đến giữa thế kỷ 15, người ta lại bắt đầu viết bằng tiếng Anh — nhưng nó vẫn chưa được chuẩnhóa. Họ sử dụng nhiều ảnh hưởng khác nhau để quyết định từ vựng và chính tả, bao gồm tiếng Pháp họ biết, tiếng Latin họ học và tiếng Anh họ nói. Vì vậy, mọi thứ vốn đã khá hỗn loạn.",https://readtoolead.com/mp4-why-is-english-so-confusing
[Mp4] Why is English so confusing?,"Then, in 1476, the printing press arrived in England. Some of the people working the presses may have mainly spoken Flemish—not English. And they were given manuscripts that varied widely in their spelling. Without standardization, different writers went with various spellings based in part on what they happened to encounter while reading.","Rồi đến năm 1476, máy in xuất hiện ở Anh. Một số người vận hành máy in có thể chủ yếu nói tiếng Flemish — chứ không phải tiếng Anh. Và họ được giao những bản thảo có chính tả khác nhau rất nhiều. Khi chưa có sự chuẩn hóa, các tác giả khác nhau chọn nhiều cách viết khác nhau, phần nào dựa trên những gì họ tình cờ bắt gặp khi đọc.",https://readtoolead.com/mp4-why-is-english-so-confusing
[Mp4] Why is English so confusing?,"Many words had amultitudeof spellings. The word “dough,” for instance, used to be spelled in all these ways and was originally pronounced “dach.” The guttural Germanic sound it ended with was one the Latin alphabet didn’t cover. It eventually came to be represented with “g-h.” But, for some “g-h” words, English speakers eventually dropped the guttural sound altogether; for others, they ended up pronouncing it as “f” instead, as exemplified in “dough” versus“tough.” Printing presses memorialized the spelling even though the pronunciation eventually changed.","Nhiều từ có vô số cách viết. Từ “dough,” chẳng hạn, từng được viết theo nhiều cách khác nhau và ban đầu được phát âm là “dach.” Âm khàn cổ họng theo kiểu German ở cuối từ là âm mà bảng chữ cái Latin không thể biểu thị. Cuối cùng, nó được thể hiện bằng “g-h.” Nhưng với một số từ có “g-h,” người nói tiếng Anh cuối cùng đã bỏ hẳn âm khàn đó; còn với những từ khác, họ lại phát âm thành “f,” như trong “dough” và “tough.” Các nhà in đã ghi nhớ lại cách viết, mặc dù cách phát âm đã thay đổi theo thời gian.",https://readtoolead.com/mp4-why-is-english-so-confusing
[Mp4] Why is English so confusing?,"And this wasn’t just the case with “g-h.” Some letters in other words also fell silent: words like knife, gnat, and wrong all contain the vestiges of past pronunciations. But while the printing press was solidifying spellings, the English language was also undergoing what scholars call the Great VowelShift. Between the 14th and 18th centuries, the way English speakers pronounced many vowels changed significantly. For instance, “bawt” became “boat.” This displaced the word for “boot,” which had up until then been pronounced “boat,” and pushed it into the high “u” vowel position it maintains today. Words that already had this high “u” often became diphthongs, with two vowels in a single syllable. So, “hus” became “house.”","Và điều này không chỉ xảy ra với “g-h.” Một số chữ cái trong các từ khác cũng trở nên câm: những từ như knife, gnat và wrong đều chứa tàn dư của các cách phát âm cũ. Nhưng trong khi nhà in đang củng cố các cách viết, ngôn ngữ tiếng Anh cũng đang trải qua cái mà các học giả gọi là “Sự Dịch ChuyểnNguyên Âm Lớn” (Great Vowel Shift). Từ thế kỷ 14 đến thế kỷ 18, cách người nói tiếng Anh phát âm nhiều nguyên âm đã thay đổi đáng kể. Ví dụ, “bawt” trở thành “boat.” Điều này khiến từ “boot,” vốn trước đó được phát âm là “boat,” phải chuyển sang vị trí nguyên âm “u” cao mà nó giữ đến ngày nay. Những từ vốn đã có nguyên âm “u” cao thường trở thành nguyên âm đôi, gồm hai nguyên âm trong cùng một âm tiết. Vì thế, “hus” trở thành “house.”",https://readtoolead.com/mp4-why-is-english-so-confusing
[Mp4] Why is English so confusing?,"As with so many linguistic matters, there’s no clear reason why this happened. But it did. And how the vowel shift affected a word depended on various things, including the other sounds in the word. The word “tough” was once “tōh,” among other variations. “Through” was once “thruch” and “dough” “dah.” These words all started with different vowel sounds that were then affected differently by the vowel shift. The “o-u” spelling they all adopted was a haphazardly applied French influence. So, eventually they wound up with still distinct vowel sounds, but similar spellings that don’t really make much sense.","Như với nhiều vấn đề ngôn ngữ khác, không có lý do rõ ràng nào giải thích tại sao điều này lại xảy ra. Nhưng nó đã xảy ra. Và cách sự dịch chuyển nguyên âm ảnh hưởng đến một từ phụ thuộc vào nhiều yếu tố khác nhau, bao gồm cả những âm khác trong từ đó. Từ “tough” từng là “tōh,” cùng với một số biến thể khác. “Through” từng là “thruch” và “dough” là “dah.” Những từ này ban đầu có các âm nguyên âm khác nhau, và sau đó mỗi từ lại bị ảnh hưởng khác nhau bởi sự dịch chuyển này. Cách viết “o-u” mà tất cả chúng chia sẻ là một ảnh hưởng từ tiếng Pháp được áp dụng khátùy tiện. Vì vậy, cuối cùng chúng có các âm nguyên âm khácnhau nhưng lại giữ cách viết tương tự, khiến mọi thứ trở nên vô lý.",https://readtoolead.com/mp4-why-is-english-so-confusing
[Mp4] Why is English so confusing?,"All this means English can be a difficult language for non-native speakers to learn. And it reveals the many ways history, in all its messiness, acted upon English, making it especially tough.","Tất cả điều này có nghĩa là tiếng Anh có thể là một ngôn ngữ khó học đối với những người không phải là người bản ngữ. Và nó cho thấy nhiều cách mà lịch sử, với tất cả sự rối ren của nó, đã tác động đến tiếng Anh, khiến ngôn ngữ này trở nên đặc biệt khó khăn.",https://readtoolead.com/mp4-why-is-english-so-confusing
[Mp4] Why is Alzheimer’s still a medical mystery?,"As populations have aged, dementia has soared to become the fifth leading cause of death worldwide. Alzheimer’s disease, a form of dementia accounts for most of these cases.","Khi dân số già đi, bệnh sa sút trí tuệ đã tăng vọt và trở thành nguyên nhân tử vong đứng thứ năm trên toàn thế giới. Bệnh Alzheimer, một dạng của sa sút trí tuệ, chiếm phần lớn trong số các trường hợp này.",https://readtoolead.com/mp4-why-is-alzheimers-still-a-medical-mystery
[Mp4] Why is Alzheimer’s still a medical mystery?,"Tens of billions of dollars have been spent on Alzheimer’s research over the past several decades, but still there is no cure. All attempts to halt the progression of the disease have failed. Now many major drug companies have pulled out of research altogether.","Hàng chục tỷ đô la đã được chi cho nghiên cứu về bệnh Alzheimer trong vài thập kỷ qua, nhưng vẫn chưa tìm ra phương pháp chữa trị. Tất cả các nỗ lực nhằm ngăn chặnsự tiến triển của căn bệnh này đều thất bại. Hiện nay, nhiều công ty dược phẩm lớn đã hoàn toàn rút khỏi lĩnh vực nghiên cứu này.",https://readtoolead.com/mp4-why-is-alzheimers-still-a-medical-mystery
[Mp4] Why is Alzheimer’s still a medical mystery?,So why is Alzheimer’s disease still such a medical mystery?,Vậy tại sao bệnh Alzheimer vẫn là một bí ẩn y khoa?,https://readtoolead.com/mp4-why-is-alzheimers-still-a-medical-mystery
[Mp4] Why is Alzheimer’s still a medical mystery?,"One of the signs of Alzheimer’s in the brain is damage of connections and the loss of large numbers of neurons over time. It affects the hippocampus and its connected structures, making it harder to form new memories or learn new information.","Một trong những dấu hiệu của bệnh Alzheimer trong não là sự tổn thương các kết nối và sự mất đi một số lượng lớn tế bào thần kinh theo thời gian. Nó ảnh hưởng đến hồi hải mã (hippocampus) và các cấu trúc liên kết của nó, khiến việc hình thành ký ức mới hoặc học hỏi thông tin mới trở nên khó khăn hơn.",https://readtoolead.com/mp4-why-is-alzheimers-still-a-medical-mystery
[Mp4] Why is Alzheimer’s still a medical mystery?,"As damage spreads through the brain, the cortex becomes thinner, and more memories are lost, although emotional responses can often remain.","Khi tổn thương lan rộng trong não, vỏ não trở nên mỏng hơn, và nhiều ký ức hơn bị mất, mặc dù người bệnh có thể vẫn còn các phản ứng cảm xúc như bình thường.",https://readtoolead.com/mp4-why-is-alzheimers-still-a-medical-mystery
[Mp4] Why is Alzheimer’s still a medical mystery?,"As the brain shrinks further it slowly alters personality and behaviour, and eventually the ability to live and function independently.","Khi não tiếp tục co rút, nó dần làm thay đổi tính cách và hành vi, cuối cùng làm suy giảm khả năng sống và hoạt động độc lập.",https://readtoolead.com/mp4-why-is-alzheimers-still-a-medical-mystery
[Mp4] Why is Alzheimer’s still a medical mystery?,"For 35 years there has been scientific disagreement about the origins of the disease. The main area of debate has focused on the abnormal buildup of clumps of protein called amyloid plaques, often found in brains of those affected by Alzheimer’s.","Trong 35 năm qua, đã có sự bất đồng trong giới khoa học về nguồn gốc của căn bệnh này. Khu vực tranh luận chính tập trung vào sự tích tụ bất thường của các cụm protein gọi là mảng bám amyloid (amyloid plaques), thường được tìm thấy trong não của những người bị ảnh hưởng bởi bệnh Alzheimer.",https://readtoolead.com/mp4-why-is-alzheimers-still-a-medical-mystery
[Mp4] Why is Alzheimer’s still a medical mystery?,But all attempts to target this protein with drugs have failed.,"Tuy nhiên, tất cả các nỗ lực nhắm vào loại protein này bằng thuốc đều thất bại.",https://readtoolead.com/mp4-why-is-alzheimers-still-a-medical-mystery
[Mp4] Why is Alzheimer’s still a medical mystery?,"A new study is now challenging the way science thinks about the disease. The study suggests that the bacterium Porphyromonas gingivalis, which is involved in gum disease, may contribute to Alzheimer’s.","Một nghiên cứu mới hiện đang thách thức cách mà giới khoa học nghĩ về căn bệnh này. Nghiên cứu này cho thấy vi khuẩn Porphyromonas gingivalis, liên quan đến bệnh nướu răng, có thể góp phần gây ra bệnh Alzheimer.",https://readtoolead.com/mp4-why-is-alzheimers-still-a-medical-mystery
[Mp4] Why is Alzheimer’s still a medical mystery?,"In studies on mice, the bacterium can cause brain inflammation, neural damage, and amyloid plaques. The researchers went on to show, in mice, this damage could be stopped using drugs that target the toxic enzymes.","Trong các nghiên cứu trên chuột, vi khuẩn này có thể gây viêm não, tổn thương thần kinh và tạo ra các mảng bám amyloid. Các nhà nghiên cứu đã tiếp tục chứng minh rằng, trên chuột, những tổn thương này có thể được ngăn chặn bằng các loại thuốc nhắm vào các enzym độc hại.",https://readtoolead.com/mp4-why-is-alzheimers-still-a-medical-mystery
[Mp4] Why is Alzheimer’s still a medical mystery?,"There is more to this story, though. The risk of Alzheimer’s is higher in those who have severe head injuries, and also for those with an arterial disease known as atherosclerosis.","Tuy nhiên, câu chuyện không chỉ dừng lại ở đó. Nguy cơ mắc bệnh Alzheimer cao hơn ở những người bị chấn thương đầu nghiêm trọng và cũng ở những người mắc một bệnh động mạch được gọi là xơ vữa động mạch.",https://readtoolead.com/mp4-why-is-alzheimers-still-a-medical-mystery
[Mp4] Why is Alzheimer’s still a medical mystery?,This suggests there are many causes with one end point. And scientists hope that finding an underlying cause that could tie these together will hold the key to better treatments in the future.,Điều này cho thấy có nhiều nguyên nhân khác nhau nhưng dẫn đến một kết cục chung. Và các nhà khoa học hy vọng rằng việc tìm ra nguyên nhân cơ bản có thể liên kết những điều này lại với nhau sẽ mở ra chìa khóa để có các phương pháp điều trị tốt hơn trong tương lai.,https://readtoolead.com/mp4-why-is-alzheimers-still-a-medical-mystery
"A Vietnamese roast pork that keeps rolling for 1,000 years","In Duong Lam Village on Hanoi outskirts, a 1,000-year-old roast pork recipe continues to captivate locals by using guava leaf marination and bamboo poles to create tender meat and crispy skin.","Tại làng cổ Đường Lâm, ven ngoại thành Hà Nội, một công thức heo quay có tuổi đời hơn 1.000 năm vẫn tiếp tục chinh phục người dân địa phương nhờ cách ướp lá ổi và quay bằng cọctre, tạo nên thịt mềm ngọt và lớp da giòn rụm.
 
Around 2 a.m., the house of Luong Huong’s family in Duong Lam Village, Son Tay Town, known for making roast pork, is already lit.
Ẩn tiếng Việt
Vào khoảng 2 giờ sáng, ngôi nhà của gia đình Lương Hường ở làng Đường Lâm, thị xã Sơn Tây, nơi nổi tiếng với món heo quay, đã sáng đèn.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
"A Vietnamese roast pork that keeps rolling for 1,000 years","Pham Thi Huong, the owner, leaves home at 1 a.m. to the slaughterhouse to select the best pork belly. It has to be thick cuts with evenly layered fat and meat, which, when roasted, allows the fat to melt and make the meat tender and flavorful.","Chị Phạm Thị Hường, chủ nhà, rời nhà lúc 1 giờ sáng đến lò mổ để chọn thịt ba chỉ ngon nhất. Đó phải là phần thịt dày và đềulớp mỡ–thịt, khi quay lên sẽ cho phần mỡ tan chảy, giúp thịt mềm và thơm.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
"A Vietnamese roast pork that keeps rolling for 1,000 years","In Duong Lam, roast pork is a staple on almost every dining table, alongside other specialties like fermented soy sauce, peanut candy, and rice cakes.","Ở Đường Lâm, món heo quay là món ăn không thể thiếu trong mỗi bữa cơm, bên cạnh các đặc sản khác như tương, kẹo lạc và bánh tẻ.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
"A Vietnamese roast pork that keeps rolling for 1,000 years","According to legend, King Ngo Quyen served this dish to his soldiers to celebrate his victory at the Battle of Bach Dang against Chinese invaders in 938. Proud of this history, the villagers have preserved the recipe to this day.","Theo truyền thuyết, vua Ngô Quyền từng đãi binh lính món này để ăn mừng chiến thắng Bạch Đằng chống quân xâm lược phương Bắc năm 938. Tự hào với lịch sử ấy, người dân nơi đây đã gìn giữ công thức đến ngày nay.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
"A Vietnamese roast pork that keeps rolling for 1,000 years","Before roasting, the meat is marinatedwith a ground mixture of shallots, pepper, fish sauce, salt, and most importantly, groundguava leaves, to create an aroma. The meat is marinated for 5 to 10 minutes, then wrapped with a layer of banana leaves to prevent the spices from spilling out during roasting.","Trước khi quay, thịt được ướp với hỗn hợp hành khô, tiêu, nước mắm, muối, và đặc biệt là lá ổi giã nhỏ để tạo mùi thơm. Thịt được ướp từ 5 đến 10 phút, sau đó được bọc thêm một lớp lá chuối không bị tràn ra ngoài trong quá trình quay.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
"A Vietnamese roast pork that keeps rolling for 1,000 years","The preparation area is the backyard of the house, with 5 to 7 people working each shift, depending on the amount of meat. On average, the family processes 200 to 300 kilograms of meat daily, starting at dawn to have it ready for delivery to restaurants and banquet services by 7 a.m. During peak days, they handle over 500 kilograms to meet the demand.","Khu chuẩn bị nằm ở sân sau, với 5 đến 7 người làm mỗi ca, tùy theo lượng thịt. Trung bình mỗi ngày, gia đình chế biến từ 200 đến 300 kg thịt, bắt đầu từ rạng sáng để kịp giao hàng cho nhà hàng và dịch vụ tiệc vào lúc 7 giờ sáng. Vào những ngày cao điểm, họ xử lý hơn 500 kg để đáp ứng nhu cầu.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
"A Vietnamese roast pork that keeps rolling for 1,000 years","The meat is rolled around bamboo poles, with each pole holding 3 to 4 pieces, requiring two people to lift it onto the fire. Huong emphasizes that the bamboo roasting method is irreplaceable by machines.","Thịt được cuốn quanh cọc tre, mỗi cọc chứa từ 3 đến 4 miếng thịt, cần hai người nhấc lên bếp lửa. Bà Hường nhấn mạnh rằng cách quay bằng cọc tre là không thể thay thế bằng máy móc.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
"A Vietnamese roast pork that keeps rolling for 1,000 years","To get the perfect roast, the meat must be rotated for about 4 to 5 hours. Industrial ovens and metal skewers cook the meat faster but cannot replicate the crispy skin and aroma imparted by bamboo.","Để có miếng thịt quay hoàn hảo, thịt phải được xoay đều trong khoảng 4 đến 5 giờ. Lò nướng công nghiệp và que sắt có thể làm chín nhanh hơn nhưng không thể tạo ra lớp da giòn và mùi thơm như cọc tre.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
"A Vietnamese roast pork that keeps rolling for 1,000 years","With 12 bamboo poles roasting at once, 5 to 6 men are needed to turn the meat to avoid burning. The bamboo poles have holes drilled in them, allowing sticks to secure the meat while turning. Occasionally, a bit of water is sprinkled to keep the meat tender and control the heat.","Với 12 cọc tre quay cùng lúc, cần 5 đến 6 người đàn ông để trở thịt liên tục, tránh bị cháy. Cọc tre được khoan lỗ để cắm thanh gỗ giữ thịt trong lúc xoay. Thỉnh thoảng, người ta rắc một ít nước để giữ thịt mềm và điều chỉnh nhiệt độ.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
"A Vietnamese roast pork that keeps rolling for 1,000 years","When the meat reaches a certain level of doneness, it is taken down, rinsed with salted lemon water for fragrance, and pricked to release fat. This step makes the meat fluffy and the skin crispy.","Khi thịt đạt độ chín nhất định, sẽ được hạ xuống, rửa với nước chanh muối để tạo mùi thơm và châm thủng cho mỡ thoát ra. Bước này giúp thịt xốp và lớp da giòn.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
"A Vietnamese roast pork that keeps rolling for 1,000 years","If roasted continuously without interruption, the meat becomes tough, and the skin does not crisp.","Nếu quay liên tục không nghỉ, thịt sẽ bị dai và da không giòn.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
"A Vietnamese roast pork that keeps rolling for 1,000 years","Afterward, the meat is placed back on the fire for another two hours until it is about 80% cooked.","Sau đó, thịt được đưa trở lại bếp thêm khoảng hai tiếng nữa cho đến khi đạt khoảng 80% độ chín.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
"A Vietnamese roast pork that keeps rolling for 1,000 years","The final step is to crisp the skin over the fire, causing the melting fat to sizzle.","Bước cuối cùng là làm giòn da trên lửa, khiến lớp mỡ tan chảy và phát ra tiếng xèo xèo.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
"A Vietnamese roast pork that keeps rolling for 1,000 years","After 4 hours, the 12 bamboo poles of roast pork turn golden and crispy.","Sau 4 tiếng, 12 cọc tre thịt quay trở nên vàng ruộm, da giòn rụm.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
"A Vietnamese roast pork that keeps rolling for 1,000 years","Each piece is arranged on the table, ready for delivery. Due to shrinkage during roasting, a kilogram of raw meat yields about 600 grams of finished product. As the skin cools, it becomes crunchier, making a sound like tappingonlaterite stone. Removing the strings from the meat requires skill and speed to avoid tearing the crispy skin.","Mỗi miếng thịt được xếp lên bàn, sẵn sàng để giao hàng. Do bị hao hụt trong quá trình quay, một kg thịt sống chỉ còn khoảng 600 gram thành phẩm. Khi lớp da nguội, sẽ giòn hơn, phát ra tiếng như gõ vào đá ong. Việc tháo dây buộc thịt đòi hỏi sự khéo léo và nhanh tay để không làm rách lớp da giòn.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
"A Vietnamese roast pork that keeps rolling for 1,000 years","“The skin is as crunchy as rice crackers,” Huong said.","“Lớp da giòn như bánh đa nướng,” chị Hường chia sẻ.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
